name,price,No_of_rating,rating,description,category
"Tata Salt, 1kg",₹24.00,"66,526",N/A,"Tata Salt, 1kg",Grocery
"Fortune Sunlite Refined Sunflower Oil, 1L",₹180.00,"36,534",N/A,"Fortune Sunlite Refined Sunflower Oil, 1L",Grocery
"Tata Sampann Unpolished Toor Dal/Arhar Dal, 1kg",₹260.00,"27,221",N/A,"Tata Sampann Unpolished Toor Dal/Arhar Dal, 1kg",Grocery
"MAGGI 2-Minute Instant Noodles, Masala Noodles With Goodness Of Iron, Made With Choicest Quality Spices, Favourite Masala Taste, 70G ( Pack Of 12 ), 840 Gram",₹144.00,"25,356",N/A,"MAGGI 2-Minute Instant Noodles, Masala Noodles With Goodness Of Iron, Made With Choicest Quality Spices, Favourite Masala Taste, 70G ( Pack Of 12 ), 840 Gram",Grocery
"Fortune Premium Kachi Ghani Pure Mustard Oil, 1 ltr pouch",₹165.00,"66,269",N/A,"Fortune Premium Kachi Ghani Pure Mustard Oil, 1 ltr pouch",Grocery
"Fortune Premium Kachi Ghani Pure Mustard Oil, 1Litre PET Bottle",₹171.00,"31,692",N/A,"Fortune Premium Kachi Ghani Pure Mustard Oil, 1Litre PET Bottle",Grocery
"Aashirvaad Salt,with 4-STEP ADVANTAGE, 1kg",₹209.00,"30,419",N/A,"Aashirvaad Salt,with 4-STEP ADVANTAGE, 1kg",Grocery
"Tata Sampann Unpolished Moong Dal (Split), 1Kg",₹102.00,"28,826",N/A,"Tata Sampann Unpolished Moong Dal (Split), 1Kg",Grocery
"Tata Himalayan Rock Pink Salt, 1kg Pouch, Premium Sendha Namak, With Natural Trace Minerals, Low Sodium, Crystal Salt",₹182.00,"16,278",N/A,"Tata Himalayan Rock Pink Salt, 1kg Pouch, Premium Sendha Namak, With Natural Trace Minerals, Low Sodium, Crystal Salt",Grocery
"Lay's Potato Chips 48 Gram, American Style Cream & Onion Flavour, Crunchy Chips & Snacks (Weight May Vary)",₹80.00,"31,424",N/A,"Lay's Potato Chips 48 Gram, American Style Cream & Onion Flavour, Crunchy Chips & Snacks (Weight May Vary)",Grocery
"Quaker Oats 1kg, Rolled Oats Natural Wholegrain, Nutritious Breakfast Cereals, Dalia Porridge, Easy to Cook",₹145.00,"23,116",N/A,"Quaker Oats 1kg, Rolled Oats Natural Wholegrain, Nutritious Breakfast Cereals, Dalia Porridge, Easy to Cook",Grocery
"Tata Sampann Unpolished Green Moong Dal (Whole), 500g",₹348.00,"12,184",N/A,"Tata Sampann Unpolished Green Moong Dal (Whole), 500g",Grocery
"Fortune Rice Bran Health Oil, Cooking Oil for Healthier Heart, 1L Pouch",₹229.00,"18,688",N/A,"Fortune Rice Bran Health Oil, Cooking Oil for Healthier Heart, 1L Pouch",Grocery
Kellogg's Muesli Fruit Nut & Seeds 750G | 12-In-1 Power Breakfast | India'S No. 1 Muesli | Multigrain Breakfast Cereal,₹161.00,"30,549",N/A,Kellogg's Muesli Fruit Nut & Seeds 750G | 12-In-1 Power Breakfast | India'S No. 1 Muesli | Multigrain Breakfast Cereal,Grocery
Amazon Brand - Vedaka Raw Peanuts | Pink | 1kg | Premium Moongfali,₹60.00,"30,993",N/A,Amazon Brand - Vedaka Raw Peanuts | Pink | 1kg | Premium Moongfali,Grocery
"Tata Sampann 100% Chana Dal Fine Besan, Gram Flour, 1 Kg",₹330.00,"13,209",N/A,"Tata Sampann 100% Chana Dal Fine Besan, Gram Flour, 1 Kg",Grocery
"Parle Hide and Seek Chocolate Chip Cookies, 200g",₹86.00,"22,291",N/A,"Parle Hide and Seek Chocolate Chip Cookies, 200g",Grocery
Girnar Detox Green Tea - Desi Kahwa (36 Tea Bags),₹472.00,"23,026",N/A,Girnar Detox Green Tea - Desi Kahwa (36 Tea Bags),Grocery
"Fortune Chakki Fresh Atta, 5 kg, 100% Atta 0% Maida",N/A,"18,966",N/A,"Fortune Chakki Fresh Atta, 5 kg, 100% Atta 0% Maida",Grocery
"Uttam Sugar Sulphurless Sugar, 1kg",N/A,"12,748",N/A,"Uttam Sugar Sulphurless Sugar, 1kg",Grocery
"Tata Sampann Turmeric Powder With Natural Oils, 200g, Haldi Powder",N/A,"14,401",N/A,"Tata Sampann Turmeric Powder With Natural Oils, 200g, Haldi Powder",Grocery
Tata Tea Gold Premium Assam Teas With Gently Rolled Aromatic Long Loose Leaves Rich & Aromatic Chai Black Tea 1 Kg,N/A,"29,263",N/A,Tata Tea Gold Premium Assam Teas With Gently Rolled Aromatic Long Loose Leaves Rich & Aromatic Chai Black Tea 1 Kg,Grocery
"Aashirvaad Atta with Multigrains, 5kg pack, The High Fibre Atta",N/A,"54,415",N/A,"Aashirvaad Atta with Multigrains, 5kg pack, The High Fibre Atta",Grocery
"POCO M6 5G, Orion Blue (4GB, 64GB)","₹7,999.00",17,N/A,"POCO M6 5G, Orion Blue (4GB, 64GB)",Electronics
"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life, IP55 Dust and Water Resistant (Magico Black)","₹1,299.00","177,889",N/A,"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life, IP55 Dust and Water Resistant (Magico Black)",Electronics
"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger","₹7,999.00",564,N/A,"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",Electronics
"Apple 20W USB-C Power Adapter (for iPhone, iPad & AirPods)","₹1,549.00","85,533",N/A,"Apple 20W USB-C Power Adapter (for iPhone, iPad & AirPods)",Electronics
"Samsung Original 25W Type-C Travel Adaptor without Cable, White",₹980.00,"45,127",N/A,"Samsung Original 25W Type-C Travel Adaptor without Cable, White",Electronics
boAt Bassheads 100 in Ear Wired Earphones with Mic(Black),₹298.00,"397,817",N/A,boAt Bassheads 100 in Ear Wired Earphones with Mic(Black),Electronics
"Redmi 13C 5G (Starlight Black, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","₹8,999.00","9,674",N/A,"Redmi 13C 5G (Starlight Black, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",Electronics
"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]","₹1,599.00","79,191",N/A,"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]",Electronics
"boAt Rockerz 255 Pro+ Bluetooth in Ear Neckband with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Active Black)",₹999.00,"201,890",N/A,"boAt Rockerz 255 Pro+ Bluetooth in Ear Neckband with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Active Black)",Electronics
"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage)","₹19,999.00","2,883",N/A,"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage)",Electronics
"POCO M6 5G (Galactic Black, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6100+ 5G Processor | 5000 mAh Battery + 18W Fast Charging | 50 MP AI Dual-Camera System & Side Fingerprint Sensor","₹7,999.00",5,N/A,"POCO M6 5G (Galactic Black, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6100+ 5G Processor | 5000 mAh Battery + 18W Fast Charging | 50 MP AI Dual-Camera System & Side Fingerprint Sensor",Electronics
"Redmi 13C 5G (Startrail Green, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","₹8,999.00","9,674",N/A,"Redmi 13C 5G (Startrail Green, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",Electronics
"Samsung Original 25W Type-C Travel Adaptor without Cable, Black",₹980.00,"45,127",N/A,"Samsung Original 25W Type-C Travel Adaptor without Cable, Black",Electronics
realme Buds 2 Wired in Ear Earphones with Mic (Black),₹599.00,"146,055",N/A,realme Buds 2 Wired in Ear Earphones with Mic (Black),Electronics
"Ambrane Unbreakable 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets & other Type C devices, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",₹129.00,"68,492",N/A,"Ambrane Unbreakable 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets & other Type C devices, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",Electronics
"POCO M6 5G (Polaris Green, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6100+ 5G Processor | 5000 mAh Battery + 18W Fast Charging | 50 MP AI Dual-Camera System & Side Fingerprint Sensor","₹7,999.00",4,N/A,"POCO M6 5G (Polaris Green, 4GB RAM, 64GB Storage) | MediaTek Dimensity 6100+ 5G Processor | 5000 mAh Battery + 18W Fast Charging | 50 MP AI Dual-Camera System & Side Fingerprint Sensor",Electronics
"Oneplus Nord CE4 (Celadon Marble, 8GB RAM, 256GB Storage)","₹24,999.00","5,791",N/A,"Oneplus Nord CE4 (Celadon Marble, 8GB RAM, 256GB Storage)",Electronics
"Fire-Boltt Ninja Call Pro Plus 46.48mm (1.83 inch) Smart Watch with Bluetooth Calling, AI Voice Assistance, 120 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution (Black)","₹1,399.00","36,707",N/A,"Fire-Boltt Ninja Call Pro Plus 46.48mm (1.83 inch) Smart Watch with Bluetooth Calling, AI Voice Assistance, 120 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution (Black)",Electronics
"OnePlus Nord CE 3 5G (Aqua Surge, 8GB RAM, 128GB Storage)","₹16,999.00","15,393",N/A,"OnePlus Nord CE 3 5G (Aqua Surge, 8GB RAM, 128GB Storage)",Electronics
"Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal","₹1,198.00","147,523",N/A,"Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal",Electronics
"Portronics iKonnect C Pro Type C to 3.5 mm Audio Jack Connector with DAC Headphone Converter Adapter Compatible with iPhone 15 Pro Max/15 Pro/15 Plus, Galaxy S23/S22/S21/S208 & Other Type C Phones",₹218.00,"3,100",N/A,"Portronics iKonnect C Pro Type C to 3.5 mm Audio Jack Connector with DAC Headphone Converter Adapter Compatible with iPhone 15 Pro Max/15 Pro/15 Plus, Galaxy S23/S22/S21/S208 & Other Type C Phones",Electronics
"OnePlus Bullets Wireless Z2 ANC Bluetooth in Ear Earphones with Mic, 45dB Hybrid ANC, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 28 Hrs Battery (Black)","₹1,799.00","177,889",N/A,"OnePlus Bullets Wireless Z2 ANC Bluetooth in Ear Earphones with Mic, 45dB Hybrid ANC, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 28 Hrs Battery (Black)",Electronics
"realme NARZO 70x 5G (Ice Blue, 6GB RAM,128GB Storage)|120Hz Ultra Smooth Display|Dimensity 6100+ 6nm 5G|50MP AI Camera|45W Charger in The Box","₹13,498.00","3,229",N/A,"realme NARZO 70x 5G (Ice Blue, 6GB RAM,128GB Storage)|120Hz Ultra Smooth Display|Dimensity 6100+ 6nm 5G|50MP AI Camera|45W Charger in The Box",Electronics
"boAt BassHeads 100 C Wired Earphones with Type-C Jack, in-Line Microphone, 10mm Drivers, Signature Sound, Integrated Controls & Multi-OS Compatibility(Black)",₹499.00,"397,817",N/A,"boAt BassHeads 100 C Wired Earphones with Type-C Jack, in-Line Microphone, 10mm Drivers, Signature Sound, Integrated Controls & Multi-OS Compatibility(Black)",Electronics
"realme NARZO 70 Pro 5G (Glass Green, 8GB RAM,128GB Storage) Dimensity 7050 5G Chipset | Horizon Glass Design | Segment 1st Flagship Sony IMX890 OIS Camera","₹15,498.00","5,428",N/A,"realme NARZO 70 Pro 5G (Glass Green, 8GB RAM,128GB Storage) Dimensity 7050 5G Chipset | Horizon Glass Design | Segment 1st Flagship Sony IMX890 OIS Camera",Electronics
"Boult Audio W20 Truly Wireless in Ear Earbuds with 35H Playtime, Zen™ ENC Mic, 45ms Low Latency, 13mm Bass Drivers, Type-C Fast Charging, Made in India, Touch Control, IPX5 ear buds TWS (Glacier Blue)",₹899.00,"4,485",N/A,"Boult Audio W20 Truly Wireless in Ear Earbuds with 35H Playtime, Zen™ ENC Mic, 45ms Low Latency, 13mm Bass Drivers, Type-C Fast Charging, Made in India, Touch Control, IPX5 ear buds TWS (Glacier Blue)",Electronics
"JioBharat V2 4G Phone with JioCinema, JioSaavn, Pay (UPI), Long Lasting Battery, LED Torch, Digital Camera | Blue | Locked for JioNetwork",₹699.00,494,N/A,"JioBharat V2 4G Phone with JioCinema, JioSaavn, Pay (UPI), Long Lasting Battery, LED Torch, Digital Camera | Blue | Locked for JioNetwork",Electronics
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Acoustic Red)","₹1,299.00","177,889",N/A,"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Acoustic Red)",Electronics
"SanDisk Ultra 64GB microSDXC UHS-I, 140MB/s R, Memory Card, 10 Y Warranty, for Smartphones",₹549.00,"55,455",N/A,"SanDisk Ultra 64GB microSDXC UHS-I, 140MB/s R, Memory Card, 10 Y Warranty, for Smartphones",Electronics
Fastrack Limitless Glide Advanced UltraVU HD Display|BT Calling|Advance Chipset|85+ Sports Modes & Watchfaces|Voice Assistant|24 * 7 Health Suite|IP67 Smartwatch,"₹1,299.00","2,445",N/A,Fastrack Limitless Glide Advanced UltraVU HD Display|BT Calling|Advance Chipset|85+ Sports Modes & Watchfaces|Voice Assistant|24 * 7 Health Suite|IP67 Smartwatch,Electronics
Fitness Mantra® Gym Winter Cap & Muffler for Men & Women| Beanie Cap| 1 Set|,₹99.00,17,,Fitness Mantra® Gym Winter Cap & Muffler for Men & Women| Beanie Cap| 1 Set|,Sports
"Lifelong PVC Hex Dumbbells Pack of 2 (5kg*2) Black Color for Home Gym Equipment Fitness Barbell|Gym Exercise|Home Workout, Gym Dumbbells|Dumbbells Weights for Men & Women (6 Months Warranty)",₹509.00,"12,990",,"Lifelong PVC Hex Dumbbells Pack of 2 (5kg*2) Black Color for Home Gym Equipment Fitness Barbell|Gym Exercise|Home Workout, Gym Dumbbells|Dumbbells Weights for Men & Women (6 Months Warranty)",Sports
"Boldfit Adjustable Hand Grip Strengthener, Hand Gripper for Men & Women for Gym Workout Hand Exercise Equipment to Use in Home for Forearm Exercise, Finger Exercise Power Gripper (5-40 Kg) Black",₹179.00,"24,112",N/A,"Boldfit Adjustable Hand Grip Strengthener, Hand Gripper for Men & Women for Gym Workout Hand Exercise Equipment to Use in Home for Forearm Exercise, Finger Exercise Power Gripper (5-40 Kg) Black",Sports
Fitness Mantra® Sports Winters Cap & Muffler for Men & Women| Beanie Cap| 1 Set| (Black),₹99.00,"1,063",N/A,Fitness Mantra® Sports Winters Cap & Muffler for Men & Women| Beanie Cap| 1 Set| (Black),Sports
Nivia Storm Football | Rubberized Moulded | Suitable for Hard Ground Without Grass | Training Ball | Soccer Ball | for Men/Women | Football Size - 5 (White),₹349.00,"47,123",N/A,Nivia Storm Football | Rubberized Moulded | Suitable for Hard Ground Without Grass | Training Ball | Soccer Ball | for Men/Women | Football Size - 5 (White),Sports
"Bodyband Hand Grip Workout Strengthener, Adjustable Hand Gripper for Men & Women for Gym Workout Hand Exercise Equipment to Use in Home for Forearm Exercise, Finger Power Gripper",₹119.00,"4,367",N/A,"Bodyband Hand Grip Workout Strengthener, Adjustable Hand Gripper for Men & Women for Gym Workout Hand Exercise Equipment to Use in Home for Forearm Exercise, Finger Power Gripper",Sports
"Lifelong LLKS03 Foldable Kick Skating Cycle| Skate Scooter for Kids(Max User Weight: 50Kg) Kids Scooter (Pink, Blue)",₹999.00,"4,296",N/A,"Lifelong LLKS03 Foldable Kick Skating Cycle| Skate Scooter for Kids(Max User Weight: 50Kg) Kids Scooter (Pink, Blue)",Sports
"Boldfit Natural Rubber Heavy Resistance Band For Workout Set Exercise&Stretching Pull Up Bands For Home Exercise For Gym Men&Women Resistance Bands Loop Bands Toning Bands Resistance,Yellow (3-7 Kg)",₹195.00,"11,788",N/A,"Boldfit Natural Rubber Heavy Resistance Band For Workout Set Exercise&Stretching Pull Up Bands For Home Exercise For Gym Men&Women Resistance Bands Loop Bands Toning Bands Resistance,Yellow (3-7 Kg)",Sports
"Boldfit Skipping Rope for Men and Women Jumping Rope With Adjustable Height Speed Skipping Rope for Kids, Women, Girls Rassi Jumping Men for Exercise, Gym, Sports Fitness - Black, Polyvinyl Chlorine",₹117.00,"9,606",N/A,"Boldfit Skipping Rope for Men and Women Jumping Rope With Adjustable Height Speed Skipping Rope for Kids, Women, Girls Rassi Jumping Men for Exercise, Gym, Sports Fitness - Black, Polyvinyl Chlorine",Sports
Fitkit Classic Bottle Shaker 700ml,₹99.00,"19,336",N/A,Fitkit Classic Bottle Shaker 700ml,Sports
Boldfit Yoga Mats For Women Yoga Mat For Men Exercise Mat For Home Workout Gym Mat Anti Slip Yoga Mat 4Mm Workout Mat Yoga Mat For Kids Yoga Mate Gym Mats For Workout At Home,₹347.00,"20,955",N/A,Boldfit Yoga Mats For Women Yoga Mat For Men Exercise Mat For Home Workout Gym Mat Anti Slip Yoga Mat 4Mm Workout Mat Yoga Mat For Kids Yoga Mate Gym Mats For Workout At Home,Sports
Fitness Mantra® Counter 10KG To 60KG Weight Adjustable Professional Counter Hand Gripper for Men & Women | Counter Hand Grip|Finger Exerciser|Power Gripper|Black Color|,₹149.00,"1,156",N/A,Fitness Mantra® Counter 10KG To 60KG Weight Adjustable Professional Counter Hand Gripper for Men & Women | Counter Hand Grip|Finger Exerciser|Power Gripper|Black Color|,Sports
Yonex Mavis 350 Green Cap Nylon Shuttlecock (Yellow),"₹1,199.00","29,749",N/A,Yonex Mavis 350 Green Cap Nylon Shuttlecock (Yellow),Sports
Fitness Mantra® Winter Sports Cap & Muffler for Men & Women| Beanie Cap| 1 Set| (Multicolor),₹99.00,214,N/A,Fitness Mantra® Winter Sports Cap & Muffler for Men & Women| Beanie Cap| 1 Set| (Multicolor),Sports
"SLOVIC Resistance Tube (1 Year Warranty) with 30+ Exercise E-Guide & Foam Handle, Suitable for Home and Gym for Men and Women, Multipurpose Resistance Tube Band (Red = 15kg)",₹229.00,"4,760",N/A,"SLOVIC Resistance Tube (1 Year Warranty) with 30+ Exercise E-Guide & Foam Handle, Suitable for Home and Gym for Men and Women, Multipurpose Resistance Tube Band (Red = 15kg)",Sports
"Boldfit Polyester Wrist Supporter for Gym Wrist Band for Men Gym & Women with Thumb Loop Straps Accessories for Men Hand Grip & Wrist Support Sports Straps for Gym, Weightlifting -(Grey)",₹219.00,"9,713",N/A,"Boldfit Polyester Wrist Supporter for Gym Wrist Band for Men Gym & Women with Thumb Loop Straps Accessories for Men Hand Grip & Wrist Support Sports Straps for Gym, Weightlifting -(Grey)",Sports
"Boldfit Nylon Wrist Supporter for Gym Wrist Band for Men Gym&Women with Thumb Loop Straps-Wrist Wrap Gym Accessories for Men Hand Grip&Wrist Support Sports Straps for Gym,Weightlifting-Grey,One Size",₹199.00,"4,726",N/A,"Boldfit Nylon Wrist Supporter for Gym Wrist Band for Men Gym&Women with Thumb Loop Straps-Wrist Wrap Gym Accessories for Men Hand Grip&Wrist Support Sports Straps for Gym,Weightlifting-Grey,One Size",Sports
"Fitness Mantra® Adjustable Length Skipping Rope/Jumping Rope for Men and Women (Color- Black, Qty- 1 Pcs.)",₹39.00,240,N/A,"Fitness Mantra® Adjustable Length Skipping Rope/Jumping Rope for Men and Women (Color- Black, Qty- 1 Pcs.)",Sports
"Eveready CITYLITE Multipurpose Emergency Rechargeable Lantern | HL50 | 2W Torch & 3W Lantern | Micro USB Fast Charging | Overcharge Protection | Powered by 3.7V Li-Ion Battery | Red, Blue & Green",₹329.00,"3,410",N/A,"Eveready CITYLITE Multipurpose Emergency Rechargeable Lantern | HL50 | 2W Torch & 3W Lantern | Micro USB Fast Charging | Overcharge Protection | Powered by 3.7V Li-Ion Battery | Red, Blue & Green",Sports
Fitness Mantra® Weight Adjustable Hight Quality Hand Gripper for Men & Women |Hand Grip|Finger Exerciser|Power Gripper|Hand Exerciser Equipment|Hand Strengtheners| Color Black| 10KG-40KG|,₹99.00,"2,475",N/A,Fitness Mantra® Weight Adjustable Hight Quality Hand Gripper for Men & Women |Hand Grip|Finger Exerciser|Power Gripper|Hand Exerciser Equipment|Hand Strengtheners| Color Black| 10KG-40KG|,Sports
"Yonex Mavis 200i Nylon Shuttle Cock, Pack of 6 (Yellow)",₹499.00,"30,400",N/A,"Yonex Mavis 200i Nylon Shuttle Cock, Pack of 6 (Yellow)",Sports
