name,price,No_of_rating,rating,description,category
"COSRX Snail Mucin 92% Moisturizer 3.52oz/ 100g, Daily Repair Face Gel Cream for Dry, Sensitive Skin, Not Tested on Animals, No Parabens, No Sulfates, No Phthalates, Korean Skincare","₹1,120.00","43,454",N/A,"COSRX Snail Mucin 92% Moisturizer 3.52oz/ 100g, Daily Repair Face Gel Cream for Dry, Sensitive Skin, Not Tested on Animals, No Parabens, No Sulfates, No Phthalates, Korean Skincare",Boost
OxiClear N99 Anti Pollution Face Mask with 4 Activated Carbon Filters & Detachable Headband D.R.D.O Certified (Black),₹499.00,"10,448",N/A,OxiClear N99 Anti Pollution Face Mask with 4 Activated Carbon Filters & Detachable Headband D.R.D.O Certified (Black),Boost
POKONUT - nurture with love Ayurvedic Stretch Mark Cream | Improves Appearance Of Fresh And Mature Stretch Marks | Infused With Hyaluronic Acid & Rosehip Oil | Natural And Cruelty-Free | 50 Gm,₹299.00,621,N/A,POKONUT - nurture with love Ayurvedic Stretch Mark Cream | Improves Appearance Of Fresh And Mature Stretch Marks | Infused With Hyaluronic Acid & Rosehip Oil | Natural And Cruelty-Free | 50 Gm,Boost
IMPOWER Self Defence Pepper Spray Green Chilli for Woman Safety - 55 ML (Pack of 1),₹200.00,"1,465",N/A,IMPOWER Self Defence Pepper Spray Green Chilli for Woman Safety - 55 ML (Pack of 1),Boost
"ASGARD Melt-Blown Fabric Disposable Face Mask with Nose Clip (Blue, Pack of 100) for Unisex",₹375.00,"1,240",N/A,"ASGARD Melt-Blown Fabric Disposable Face Mask with Nose Clip (Blue, Pack of 100) for Unisex",Boost
"hoop Magnesium Sleep Body Lotion | Topical Magnesium Chloride Supplement for Muscle Recovery, Better Sleep | Magnesium Oil Supports Deep Sleep, Recovery from Cramps, Fitness | 250 ml",₹520.00,"39,443",N/A,"hoop Magnesium Sleep Body Lotion | Topical Magnesium Chloride Supplement for Muscle Recovery, Better Sleep | Magnesium Oil Supports Deep Sleep, Recovery from Cramps, Fitness | 250 ml",Boost
"Safari Pentagon Set of 3 (Cabin + Medium + Large) Trolley Bags Hard Case Polypropylene 4 Wheels 360 Degree Wheeling Luggage, Travel Bags, Suitcase for Travel, Trolley Bags for Travel, Dusk Green","₹6,399.00","23,157",,"Safari Pentagon Set of 3 (Cabin + Medium + Large) Trolley Bags Hard Case Polypropylene 4 Wheels 360 Degree Wheeling Luggage, Travel Bags, Suitcase for Travel, Trolley Bags for Travel, Dusk Green",Luggage
"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Suitcase for Travel, Graphite Blue","₹2,549.00","30,519",N/A,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Suitcase for Travel, Graphite Blue",Luggage
Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,₹199.00,"8,514",N/A,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Luggage
Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow (Grey),₹199.00,"10,551",N/A,Billebon Premium Neck Pillow for Travelling Airplane Travel Pillow Comfortable Head Rest Neck Holder Pillow (Grey),Luggage
"URBAN FOREST Oliver Black Leather Wallet for Men, 6 Card Slot",₹499.00,"17,135",N/A,"URBAN FOREST Oliver Black Leather Wallet for Men, 6 Card Slot",Luggage
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",₹249.00,"23,061",N/A,"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",Luggage
"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",₹441.00,"14,001",N/A,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",Luggage
WildHorn RFID Protected Leather Wallet for Men,₹479.00,"33,416",N/A,WildHorn RFID Protected Leather Wallet for Men,Luggage
"Safari Crescent 8 Wheels 66cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green","₹2,599.00",356,N/A,"Safari Crescent 8 Wheels 66cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green",Luggage
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue","₹2,399.00","25,579",N/A,"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",Luggage
WildHorn RFID Protected Leather Wallet for Men,₹299.00,"44,029",N/A,WildHorn RFID Protected Leather Wallet for Men,Luggage
Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Lightbrown (11.5 x 1.75 x 8 cm),₹399.00,"14,074",N/A,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Lightbrown (11.5 x 1.75 x 8 cm),Luggage
SHOESHINE Shoe Bag for Storage Shoes for Men and Women Travel Essentials Shoe Cover or Shoe Bags Pouches Transparent Shoe Bag for Travel or Accessories - Pack of 10 Shoe Pouch,₹299.00,"8,050",N/A,SHOESHINE Shoe Bag for Storage Shoes for Men and Women Travel Essentials Shoe Cover or Shoe Bags Pouches Transparent Shoe Bag for Travel or Accessories - Pack of 10 Shoe Pouch,Luggage
"PETRICE Travel Organizer, Packing Cubes for Travel, Travel Essentials, Toiletry Bag, Packing Bags for Clothes, Travel Organizer for Women, Travel Pouch, Packing Cubes Travel Organizer (Grey)",₹499.00,"1,181",N/A,"PETRICE Travel Organizer, Packing Cubes for Travel, Travel Essentials, Toiletry Bag, Packing Bags for Clothes, Travel Organizer for Women, Travel Pouch, Packing Cubes Travel Organizer (Grey)",Luggage
"Urban Forest Oliver Redwood Light Brown Leather Wallet for Men, 6 Card Slot",₹499.00,"42,214",N/A,"Urban Forest Oliver Redwood Light Brown Leather Wallet for Men, 6 Card Slot",Luggage
"amazon basics Memory Foam Travel Neck Pillow with Eye Mask and Ear Plugs Combo, Unisex, U-Shaped, Black",₹329.00,"8,483",N/A,"amazon basics Memory Foam Travel Neck Pillow with Eye Mask and Ear Plugs Combo, Unisex, U-Shaped, Black",Luggage
Impulse Rucksack bags 60 litres travel bag for men tourist bags for travel backpack for hiking trekking Bag for men camping Keep Discovering Light with 1 year Warranty,₹642.00,"1,740",N/A,Impulse Rucksack bags 60 litres travel bag for men tourist bags for travel backpack for hiking trekking Bag for men camping Keep Discovering Light with 1 year Warranty,Luggage
"Aristocrat Airpro Cabin 55 Cm(Small) Polypropylene 360 Degree 8 Wheels Trolley Bag for Travel Hard Case Luggage, Lightweight with Combination Lock & Robust Trolley with 7 Yrs Warranty (Black)","₹1,939.00","4,677",N/A,"Aristocrat Airpro Cabin 55 Cm(Small) Polypropylene 360 Degree 8 Wheels Trolley Bag for Travel Hard Case Luggage, Lightweight with Combination Lock & Robust Trolley with 7 Yrs Warranty (Black)",Luggage
"GoTrippin Weight Machine for Luggage - 50 kg capacity, Steel body, Lifetime replacement - Digital Portable Electronic Luggage Weighing Scale for home, travel, flights, bags and baggage (Silver, 50 kg)",₹699.00,"12,606",N/A,"GoTrippin Weight Machine for Luggage - 50 kg capacity, Steel body, Lifetime replacement - Digital Portable Electronic Luggage Weighing Scale for home, travel, flights, bags and baggage (Silver, 50 kg)",Luggage
"Kamiliant by American Tourister Harrier 3 Pc Set 56 cms, 68 cms & 78 cms- Small, Medium & Large Polypropylene (PP) Hard Sided 4 Wheels Spinner Luggage Set/Suitcase Set/Trolley Bag Set (Iron Grey)","₹7,499.00","9,391",N/A,"Kamiliant by American Tourister Harrier 3 Pc Set 56 cms, 68 cms & 78 cms- Small, Medium & Large Polypropylene (PP) Hard Sided 4 Wheels Spinner Luggage Set/Suitcase Set/Trolley Bag Set (Iron Grey)",Luggage
"Skybags Rubik 78 Cms Large Check-In Polyester Soft Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag- Blue, 47 Centimeters","₹2,804.15","17,238",N/A,"Skybags Rubik 78 Cms Large Check-In Polyester Soft Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag- Blue, 47 Centimeters",Luggage
"Skybags ABS Trooper Medium Size Hardshell Luggage (65 Cm) | Printed Luggage Inline Trolley Bag with 4 Wheels and Resetable Combination Lock | Unisex, Green","₹3,299.00","22,488",N/A,"Skybags ABS Trooper Medium Size Hardshell Luggage (65 Cm) | Printed Luggage Inline Trolley Bag with 4 Wheels and Resetable Combination Lock | Unisex, Green",Luggage
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel for Men and Women,₹768.00,"9,224",N/A,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel for Men and Women,Luggage
NECAVU 100% Cotton Set Of 6 Fridge Drawstring Bag | Eco-Friendly Natural Vegetables Bags For Fridge Storage & Mesh Net Vegetable Bag Fridge | Multi-Purpose Eco-Friendly Cotton Mesh Bag (Neem Green),₹299.00,"3,791",N/A,NECAVU 100% Cotton Set Of 6 Fridge Drawstring Bag | Eco-Friendly Natural Vegetables Bags For Fridge Storage & Mesh Net Vegetable Bag Fridge | Multi-Purpose Eco-Friendly Cotton Mesh Bag (Neem Green),Luggage
Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),₹415.00,"10,715",N/A,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),Luggage
"Storite 6 Slots RFID Protected Metal Credit Card Holder Wallet for Men & Women(Shiny Black,9.5 x 6.5 x 1.3 cm)",₹199.00,"10,941",N/A,"Storite 6 Slots RFID Protected Metal Credit Card Holder Wallet for Men & Women(Shiny Black,9.5 x 6.5 x 1.3 cm)",Luggage
"Rigohill Doger Olive Green Leather Wallet For Men, 2 Card Slot | RFID Wallet",₹499.00,"7,841",N/A,"Rigohill Doger Olive Green Leather Wallet For Men, 2 Card Slot | RFID Wallet",Luggage
M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),₹499.00,"29,398",N/A,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),Luggage
Kamiliant American Tourister Harrier Zing 56 Cms Small Cabin (Pp) Hard Sided 8 Wheels Spinner Luggage/Suitcase/Trolley Bag (Military Olive) (Double Wheel),"₹1,759.00","4,347",N/A,Kamiliant American Tourister Harrier Zing 56 Cms Small Cabin (Pp) Hard Sided 8 Wheels Spinner Luggage/Suitcase/Trolley Bag (Military Olive) (Double Wheel),Luggage
American Tourister Liftoff 79 Cms Large Check-in Polypropylene Hard Sided Double Spinner 4 Wheel Luggage/Trolley Bag/Suitcase (Seafoam Blue),"₹4,599.00","1,588",N/A,American Tourister Liftoff 79 Cms Large Check-in Polypropylene Hard Sided Double Spinner 4 Wheel Luggage/Trolley Bag/Suitcase (Seafoam Blue),Luggage
Certified Refurbished Fire TV Stick with all-new Alexa Voice Remote (includes TV and app controls) | HD streaming device,"₹3,149.00","2,409",,Certified Refurbished Fire TV Stick with all-new Alexa Voice Remote (includes TV and app controls) | HD streaming device,Amazon-renewed
"Certified Refurbished Echo Dot (4th Gen, 2020 release) with clock | Smart speaker with powerful bass, LED display and Alexa (Blue)","₹3,799.00",519,,"Certified Refurbished Echo Dot (4th Gen, 2020 release) with clock | Smart speaker with powerful bass, LED display and Alexa (Blue)",Amazon-renewed
"(Refurbished) Dell Optiplex High Performance Desktop Computer (Intel Core i5 3470/ 16 GB RAM/ 1 TB HDD + 256 GB SSD/ Windows 10 Pro/ MS Office/ Intel HD Graphics/ USB/ Ethernet/WiFi), Black","₹8,700.00","1,067",,"(Refurbished) Dell Optiplex High Performance Desktop Computer (Intel Core i5 3470/ 16 GB RAM/ 1 TB HDD + 256 GB SSD/ Windows 10 Pro/ MS Office/ Intel HD Graphics/ USB/ Ethernet/WiFi), Black",Amazon-renewed
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (16GB RAM / 512GB SSD /14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics), Black","₹15,530.00",838,,"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (16GB RAM / 512GB SSD /14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics), Black",Amazon-renewed
"Lenovo (Renewed) Thinkcentre M700 Desktop Mini Pc (Intel Core I3 6Th Gen,8 Gb Ddr4 Ram,256 Gb Ssd,Wifi,Windows 11,Ms Office,Intel Hd Graphics,Usb,Dp)Black","₹6,690.00",649,,"Lenovo (Renewed) Thinkcentre M700 Desktop Mini Pc (Intel Core I3 6Th Gen,8 Gb Ddr4 Ram,256 Gb Ssd,Wifi,Windows 11,Ms Office,Intel Hd Graphics,Usb,Dp)Black",Amazon-renewed
"(Refurbished) Nokia All-New 105 Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal","₹1,018.00",183,,"(Refurbished) Nokia All-New 105 Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal",Amazon-renewed
"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black","₹12,600.00",615,,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black",Amazon-renewed
"(Refurbished) Dell Optiplex 7040 Mini PC (Intel Core i5 6th gen, 16 GB DDR4 RAM, 512 GB SSD, Windows 11, WiFi, MS Office|Intel HD Graphics|USB, Ethernet,DP), Black","₹10,989.00",752,,"(Refurbished) Dell Optiplex 7040 Mini PC (Intel Core i5 6th gen, 16 GB DDR4 RAM, 512 GB SSD, Windows 11, WiFi, MS Office|Intel HD Graphics|USB, Ethernet,DP), Black",Amazon-renewed
Certified Refurbished Fire TV Stick 4K with Alexa Voice Remote | Stream in 4K resolution,"₹3,849.00",726,,Certified Refurbished Fire TV Stick 4K with Alexa Voice Remote | Stream in 4K resolution,Amazon-renewed
"(Refurbished) Dell Optiplex Desktop ( Core i5 8 GB 500GB HDD Windows MS Office Intel HD Graphics), Black","₹5,695.00",587,,"(Refurbished) Dell Optiplex Desktop ( Core i5 8 GB 500GB HDD Windows MS Office Intel HD Graphics), Black",Amazon-renewed
(Renewed) Maono AU-400 Lavalier Microphone (Black),₹337.04,922,,(Renewed) Maono AU-400 Lavalier Microphone (Black),Amazon-renewed
"(Refurbished) Nokia 2660 Flip 4G Volte keypad Phone with Dual SIM, Dual Screen, inbuilt MP3 Player & Wireless FM Radio | Red","₹3,648.00",309,,"(Refurbished) Nokia 2660 Flip 4G Volte keypad Phone with Dual SIM, Dual Screen, inbuilt MP3 Player & Wireless FM Radio | Red",Amazon-renewed
"Certified Refurbished Echo Dot (4th Gen, 2020 release)| Smart speaker with Alexa (Blue)","₹3,499.00",504,,"Certified Refurbished Echo Dot (4th Gen, 2020 release)| Smart speaker with Alexa (Blue)",Amazon-renewed
"(Refurbished) Lenovo ThinkPad X260 6th Gen Intel Core i7 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|12.5"" (31.8 cm) HD|Windows 11|MS Office|WiFi|BT|Webcam|Intel HD Graphics)","₹15,499.00",1,,"(Refurbished) Lenovo ThinkPad X260 6th Gen Intel Core i7 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|12.5"" (31.8 cm) HD|Windows 11|MS Office|WiFi|BT|Webcam|Intel HD Graphics)",Amazon-renewed
"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim","₹19,479.00",725,,"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",Amazon-renewed
"(Refurbished) Lenovo ThinkPad 14"" (35.6 cm) HD Business Laptop (Core i5-4th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office/Wifi/Webcam/Intel Graphics)","₹11,900.00",46,,"(Refurbished) Lenovo ThinkPad 14"" (35.6 cm) HD Business Laptop (Core i5-4th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office/Wifi/Webcam/Intel Graphics)",Amazon-renewed
"(Refurbished) HP Compaq Elite Ultra-slim 19"" HD All-in-One Desktop Computer Set (Intel Core i5 3rd Gen| 8 GB RAM| 500 GB HDD| 19"" HD LED Monitor| KB & Mouse| Speakers| WiFi| Windows 10 Pro| MS Office)","₹8,970.00",17,N/A,"(Refurbished) HP Compaq Elite Ultra-slim 19"" HD All-in-One Desktop Computer Set (Intel Core i5 3rd Gen| 8 GB RAM| 500 GB HDD| 19"" HD LED Monitor| KB & Mouse| Speakers| WiFi| Windows 10 Pro| MS Office)",Amazon-renewed
"(Refurbished) Redmi 7A (Matte Blue, 2GB RAM, 16GB Storage)","₹4,499.00",26,N/A,"(Refurbished) Redmi 7A (Matte Blue, 2GB RAM, 16GB Storage)",Amazon-renewed
"(Refurbished) Portronics SoundDrum 1 10W TWS Portable Bluetooth 5.0 Speaker with Powerful Bass, Inbuilt-FM & Type C Charging Cable Included(Blue)",₹696.00,10,N/A,"(Refurbished) Portronics SoundDrum 1 10W TWS Portable Bluetooth 5.0 Speaker with Powerful Bass, Inbuilt-FM & Type C Charging Cable Included(Blue)",Amazon-renewed
"Certified Refurbished Echo Show 5 (2nd Gen, 2021 release) - Smart speaker with 5.5"" screen, crisp sound and Alexa (Black)","₹13,570.00",256,N/A,"Certified Refurbished Echo Show 5 (2nd Gen, 2021 release) - Smart speaker with 5.5"" screen, crisp sound and Alexa (Black)",Amazon-renewed
(Refurbished) Lenovo Thinkcentre Desktop Mini Pc (Intel Core I5 8Th Gen | 16 Gb Ddr4 Ram| 512 Gb Ssd|Wifi|Windows 11|Ms Office) Black,₹398.00,58,N/A,(Refurbished) Lenovo Thinkcentre Desktop Mini Pc (Intel Core I5 8Th Gen | 16 Gb Ddr4 Ram| 512 Gb Ssd|Wifi|Windows 11|Ms Office) Black,Amazon-renewed
"ZEBRONICS (Renewed) Zeb-County Bluetooth Speaker with Built-in FM Radio, Aux Input and Call Function (Black)","₹1,839.00",129,N/A,"ZEBRONICS (Renewed) Zeb-County Bluetooth Speaker with Built-in FM Radio, Aux Input and Call Function (Black)",Amazon-renewed
"(Refurbished) Mivi Fort Q48 Soundbar with subwoofer, 48 Watts, 2.1 Channel with 2 in-Build Full-Range Speakers and an External subwoofer, Multiple Input Modes, Made in India soundbar for TV","₹11,949.00","1,539",N/A,"(Refurbished) Mivi Fort Q48 Soundbar with subwoofer, 48 Watts, 2.1 Channel with 2 in-Build Full-Range Speakers and an External subwoofer, Multiple Input Modes, Made in India soundbar for TV",Amazon-renewed
"(Refurbished) Lenovo ThinkCenter 19 "" AIO Desktop Set(Intel i5 4thGen/ 8GB/256GB SSD/19 ""esHD Monitor+Keyboard+Mouse+Tiny CPU+FHD Webcam+Mic+Speakers+Wifi/Windows 10 Pro/MS Office/PAN India Warranty)",₹898.00,3,N/A,"(Refurbished) Lenovo ThinkCenter 19 "" AIO Desktop Set(Intel i5 4thGen/ 8GB/256GB SSD/19 ""esHD Monitor+Keyboard+Mouse+Tiny CPU+FHD Webcam+Mic+Speakers+Wifi/Windows 10 Pro/MS Office/PAN India Warranty)",Amazon-renewed
(Refurbished) D-Link DIR-825 AC 1200 Wi-Fi Dual-Band Gigabit (LAN/WAN) Router,"₹3,499.00",434,N/A,(Refurbished) D-Link DIR-825 AC 1200 Wi-Fi Dual-Band Gigabit (LAN/WAN) Router,Amazon-renewed
"Certified Refurbished Echo Dot (4th Gen, 2020 release)| Smart speaker with Alexa (Black)","₹2,974.00",142,N/A,"Certified Refurbished Echo Dot (4th Gen, 2020 release)| Smart speaker with Alexa (Black)",Amazon-renewed
(Refurbished) Philips HL7756/00 750-Watt Mixer Grinder with 3 Jars (Black),"₹1,061.00",414,N/A,(Refurbished) Philips HL7756/00 750-Watt Mixer Grinder with 3 Jars (Black),Amazon-renewed
"(Refurbished) Nokia All-New 105 Dual Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal","₹16,900.00",339,N/A,"(Refurbished) Nokia All-New 105 Dual Sim Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio | Charcoal",Amazon-renewed
"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",N/A,34,N/A,"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",Amazon-renewed
